username,user_id,rt_user,rt_count
BLOGdeJCM,52662241,carlesenric,2
BLOGdeJCM,52662241,COPE,2
BLOGdeJCM,52662241,6suinegni,2
BLOGdeJCM,52662241,elindepcom,3
BLOGdeJCM,52662241,HerreraLluis,2
BLOGdeJCM,52662241,sonia_riverogc,4
BLOGdeJCM,52662241,MiMar19872003,4
BLOGdeJCM,52662241,eduardoinda,2
BLOGdeJCM,52662241,constan01,2
BLOGdeJCM,52662241,Jorgebuxade,2
BLOGdeJCM,52662241,ESET_ES:,2
BLOGdeJCM,52662241,jaimeberenguer,7
BLOGdeJCM,52662241,Mazzinguerzett1,2
BLOGdeJCM,52662241,ConnyRACING,2
BLOGdeJCM,52662241,3S5pepe,2
BLOGdeJCM,52662241,desamparadosb,7
BLOGdeJCM,52662241,LlambrionLeon,2
BLOGdeJCM,52662241,hermanntertsch,3
BLOGdeJCM,52662241,fjosealcaraz,3
BLOGdeJCM,52662241,ldpsincomplejos,5
BLOGdeJCM,52662241,_esther_sanz,2
BLOGdeJCM,52662241,hipypyji,2
BLOGdeJCM,52662241,abc_es,3
BLOGdeJCM,52662241,malditobulo:,2
BLOGdeJCM,52662241,numer344,2
BLOGdeJCM,52662241,crpandemonium,2
BLOGdeJCM,52662241,isaimarivent,6
BLOGdeJCM,52662241,Alvisepf,2
BLOGdeJCM,52662241,GregorioRCh,10
boabdil69,50256927,Vox_Murcia:,2
boabdil69,50256927,PedroInsua1:,3
boabdil69,50256927,3mediterranea33:,3
boabdil69,50256927,MatiasRDVL:,2
boabdil69,50256927,voxnoticias_es:,2
boabdil69,50256927,OJICID1:,2
boabdil69,50256927,JuanPdeMungia:,4
boabdil69,50256927,alonso_dm:,2
boabdil69,50256927,crpandemonium:,3
boabdil69,50256927,carajoo78:,4
boabdil69,50256927,AlbertoCapsi:,2
boabdil69,50256927,nomedesporculo1:,2
boabdil69,50256927,Mazzinguerzett1:,5
boabdil69,50256927,Luka63:,12
boabdil69,50256927,lbarcob:,3
boabdil69,50256927,fealga2:,4
boabdil69,50256927,CapitanTruenoV:,2
boabdil69,50256927,sonia_riverogc:,2
boabdil69,50256927,elentirvigo:,2
boabdil69,50256927,JosPastr:,8
boabdil69,50256927,Cristi_latin:,3
boabdil69,50256927,CRITERIABLOG:,2
boabdil69,50256927,guardiacivil:,2
boabdil69,50256927,Juanmjh1:,2
boabdil69,50256927,carloscuestaEM:,2
boabdil69,50256927,FrayJosepho:,2
boabdil69,50256927,matthewbennett:,2
boabdil69,50256927,rimbaudarth:,3
boabdil69,50256927,canete707:,6
boabdil69,50256927,ElObservadorCr1:,3
boabdil69,50256927,libertaddigital:,5
boabdil69,50256927,MiNuevoY0:,3
boabdil69,50256927,AntonioRNaranjo:,2
boabdil69,50256927,jaunecrayon:,2
boabdil69,50256927,eduardoinda:,3
boabdil69,50256927,carmenarpon:,7
boabdil69,50256927,rosadiezglez:,6
boabdil69,50256927,LlampugaBosch:,4
boabdil69,50256927,thecentenator:,2
boabdil69,50256927,esCesarVidal:,2
boabdil69,50256927,rubnpulido:,2
boabdil69,50256927,chanihenares:,2
boabdil69,50256927,HayQpensar:,3
boabdil69,50256927,okdiario:,7
boabdil69,50256927,curiosoooi:,5
boabdil69,50256927,DALTON84728587:,2
boabdil69,50256927,pigdemont_:,2
boabdil69,50256927,_JARINCON:,3
boabdil69,50256927,jemayfe:,6
boabdil69,50256927,YanireGuillen:,2
boabdil69,50256927,Republicano1965:,19
boabdil69,50256927,CSPeinado:,9
boabdil69,50256927,Rebelion2020:,2
boabdil69,50256927,hermanntertsch:,10
boabdil69,50256927,RafaGue69946892:,2
boabdil69,50256927,Macarena_Olona:,3
boabdil69,50256927,Igarrigavaz:,2
boabdil69,50256927,ldpsincomplejos:,9
